,CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
276,200276,0,35,Self Enquiry,1,28,Salaried,Female,3,2,Standard,4,Married,1,0,5,1,1,Senior Manager,26996
277,200277,0,38,Self Enquiry,3,13,Small Business,Female,2,2,Deluxe,5,Married,2,1,3,0,0,Manager,20605
278,200278,0,26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,0,1,Manager,21397
279,200279,0,50,Self Enquiry,1,10,Salaried,Male,3,3,King,4,Married,4,0,5,1,0,VP,34144
280,200280,0,53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Divorced,4,1,5,0,0,AVP,32584
281,200281,0,42,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,3,1,0,Manager,19907
283,200283,0,55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Divorced,4,1,2,1,1,Manager,20415
285,200285,0,37,Self Enquiry,1,6,Salaried,Female,2,3,Basic,3,Single,2,0,2,1,1,Executive,17115
286,200286,1,44,Company Invited,1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161
287,200287,0,38,Self Enquiry,1,29,Salaried,Male,2,3,Deluxe,3,Married,1,0,3,0,0,Manager,20745
288,200288,1,26,Self Enquiry,1,22,Small Business,Male,2,3,Basic,4,Married,3,1,2,1,1,Executive,17373
289,200289,0,28,Self Enquiry,1,14,Salaried,Female,3,3,Basic,3,Single,2,0,4,0,1,Executive,18310
290,200290,0,49,Company Invited,1,16,Salaried,Female,2,3,King,5,Single,1,1,3,0,0,VP,33665
292,200292,0,31,Company Invited,3,11,Small Business,Female,2,3,Basic,4,Married,2,0,3,0,1,Executive,17789
293,200293,1,26,Self Enquiry,3,10,Small Business,Male,2,4,Deluxe,3,Single,2,1,2,1,1,Manager,20828
294,200294,0,37,Company Invited,1,15,Small Business,Male,2,3,Basic,3,Divorced,2,1,2,0,0,Executive,17326
295,200295,0,42,Company Invited,3,32,Small Business,Female,3,3,Super Deluxe,4,Divorced,6,0,3,1,2,AVP,28525
296,200296,1,18,Self Enquiry,1,9,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,16420
297,200297,0,35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Divorced,1,0,2,1,2,Senior Manager,23020
299,200299,0,51,Self Enquiry,1,8,Small Business,Male,2,5,Deluxe,4,Married,6,0,2,0,0,Manager,20482
300,200300,0,41,Self Enquiry,3,8,Salaried,Male,2,3,Super Deluxe,4,Single,2,0,3,1,0,AVP,31015
301,200301,0,18,Self Enquiry,3,16,Small Business,Female,3,4,Basic,3,Single,2,0,2,1,2,Executive,16200
302,200302,0,28,Self Enquiry,1,22,Small Business,Male,3,2,Deluxe,5,Single,1,0,5,0,2,Manager,20661
303,200303,0,31,Self Enquiry,3,13,Large Business,Male,3,2,Deluxe,3,Divorced,5,0,2,1,0,Manager,21929
304,200304,0,39,Self Enquiry,1,6,Small Business,Male,2,2,Standard,3,Married,1,0,3,1,0,Senior Manager,24613
305,200305,0,36,Company Invited,1,30,Salaried,Female,2,3,Deluxe,4,Divorced,1,0,3,0,0,Manager,20674
306,200306,0,32,Self Enquiry,3,13,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,20484
307,200307,0,38,Self Enquiry,1,31,Salaried,Female,2,4,Standard,4,Divorced,4,0,3,1,0,Senior Manager,27061
308,200308,0,58,Company Invited,1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,2,1,1,Manager,20660
310,200310,0,31,Self Enquiry,2,8,Salaried,Male,3,4,Deluxe,5,Divorced,4,0,3,0,1,Manager,21410
311,200311,0,45,Company Invited,1,13,Salaried,Male,3,3,Standard,5,Married,2,0,2,1,2,Senior Manager,20210
312,200312,0,31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695
313,200313,0,33,Company Invited,1,11,Salaried,Female,3,3,Standard,4,Divorced,7,0,3,1,2,Senior Manager,26878
314,200314,0,39,Self Enquiry,1,16,Small Business,Male,2,3,Super Deluxe,5,Divorced,2,1,3,1,1,AVP,32068
315,200315,0,43,Company Invited,1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,1,Executive,17455
316,200316,0,49,Self Enquiry,1,6,Large Business,Female,2,4,Super Deluxe,3,Single,1,1,3,1,0,AVP,28964
318,200318,0,27,Self Enquiry,1,11,Salaried,Female,2,3,Basic,4,Single,2,1,3,0,1,Executive,17478
319,200319,0,32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,Manager,20228
321,200321,0,31,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,3,Married,5,0,2,0,0,Manager,22547
324,200324,0,30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,3,0,2,Manager,20775
325,200325,0,31,Company Invited,1,13,Salaried,Female,2,4,Standard,3,Divorced,2,0,2,1,1,Senior Manager,23943
326,200326,0,39,Company Invited,1,5,Small Business,Male,2,4,King,3,Divorced,2,0,5,1,1,VP,34272
327,200327,1,39,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,3,Divorced,5,1,4,1,1,Manager,20238
329,200329,0,47,Self Enquiry,1,11,Salaried,Male,2,3,King,3,Divorced,5,0,2,0,1,VP,33300
330,200330,0,43,Company Invited,1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,0,0,Manager,20257
331,200331,0,27,Company Invited,3,6,Small Business,Male,3,3,Deluxe,4,Divorced,1,1,2,0,2,Manager,21349
333,200333,0,43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Divorced,1,0,5,1,0,Senior Manager,24985
335,200335,0,40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Divorced,3,1,3,1,0,Manager,22457
336,200336,1,29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Divorced,2,1,3,1,1,Executive,17119
338,200338,0,30,Self Enquiry,3,11,Small Business,Female,1,4,Deluxe,3,Married,2,0,2,0,0,Manager,21118
339,200339,0,27,Self Enquiry,3,14,Small Business,Female,2,3,Deluxe,4,Divorced,2,0,2,0,0,Manager,21214
340,200340,0,37,Self Enquiry,1,11,Small Business,Male,3,3,Deluxe,3,Married,1,0,3,0,0,Manager,21347
341,200341,0,38,Self Enquiry,1,21,Salaried,Male,3,4,Standard,3,Married,1,1,5,1,1,Senior Manager,26510
342,200342,0,31,Self Enquiry,1,13,Small Business,Female,2,3,Standard,3,Unmarried,2,1,4,1,1,Senior Manager,22143
343,200343,0,29,Self Enquiry,3,16,Small Business,Female,2,4,Deluxe,4,Married,2,1,5,0,1,Manager,23268
344,200344,0,35,Self Enquiry,1,11,Large Business,Male,3,3,Standard,4,Unmarried,1,0,3,0,0,Senior Manager,23095
345,200345,0,23,Self Enquiry,1,32,Salaried,Male,2,3,Basic,3,Married,2,0,2,1,1,Executive,17904
346,200346,0,41,Self Enquiry,1,12,Small Business,Male,3,4,Deluxe,4,Single,7,1,3,1,0,Manager,21032
347,200347,0,47,Company Invited,3,10,Small Business,Male,2,3,Deluxe,3,Single,4,0,4,0,1,Manager,17976
348,200348,0,42,Self Enquiry,1,29,Salaried,Female,2,3,Super Deluxe,3,Single,3,0,3,0,0,AVP,30992
350,200350,0,42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696
351,200351,0,32,Self Enquiry,1,8,Small Business,Female,3,3,Basic,4,Divorced,2,0,4,0,0,Executive,17370
352,200352,0,48,Self Enquiry,3,35,Small Business,Female,3,3,Standard,3,Divorced,4,0,4,0,0,Senior Manager,27504
353,200353,0,37,Self Enquiry,1,12,Small Business,Male,2,2,Deluxe,5,Married,5,1,3,1,1,Manager,20974
355,200355,0,26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,5,1,0,Manager,20296
356,200356,0,42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781
357,200357,1,21,Company Invited,3,6,Large Business,Female,2,4,Basic,4,Single,2,1,5,1,1,Executive,17174
358,200358,0,36,Company Invited,3,6,Small Business,Female,2,3,Deluxe,3,Unmarried,5,0,2,1,1,Manager,21653
359,200359,0,36,Company Invited,3,9,Small Business,Male,2,4,Standard,3,Divorced,5,0,2,0,1,Senior Manager,24699
360,200360,0,57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755
361,200361,0,40,Self Enquiry,1,16,Salaried,Female,2,2,Basic,3,Divorced,4,1,3,0,1,Executive,17213
362,200362,0,21,Company Invited,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,17610
363,200363,1,33,Self Enquiry,3,11,Small Business,Female,2,3,Basic,3,Single,2,1,2,1,0,Executive,17851
365,200365,0,46,Company Invited,1,13,Small Business,Female,1,3,Deluxe,3,Divorced,3,0,5,0,0,Manager,20258
366,200366,1,41,Company Invited,3,10,Small Business,Male,2,3,Deluxe,4,Unmarried,2,0,3,1,0,Manager,24355
367,200367,0,50,Self Enquiry,1,16,Large Business,Male,3,4,Standard,3,Unmarried,7,0,5,0,2,Senior Manager,25496
368,200368,1,40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Divorced,3,1,3,1,1,Manager,21380
369,200369,0,31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657
370,200370,1,21,Self Enquiry,3,18,Salaried,Female,2,2,Basic,4,Single,2,0,5,0,1,Executive,17716
371,200371,0,29,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17201
372,200372,0,35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,Manager,21540
374,200374,0,28,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,20253
375,200375,0,49,Self Enquiry,1,13,Salaried,Male,2,4,Standard,3,Unmarried,1,0,2,1,1,Senior Manager,25965
377,200377,0,36,Self Enquiry,1,8,Salaried,Female,3,3,Basic,3,Divorced,5,0,5,1,0,Executive,17543
378,200378,1,34,Company Invited,3,25,Small Business,Male,3,2,Deluxe,3,Single,1,1,2,1,2,Manager,20304
379,200379,0,55,Self Enquiry,1,8,Salaried,Female,3,3,Super Deluxe,3,Single,3,1,5,0,1,AVP,31659
381,200381,0,30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Divorced,2,0,3,1,2,Executive,17476
382,200382,1,26,Company Invited,1,9,Large Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,18102
383,200383,0,22,Self Enquiry,1,17,Small Business,Female,2,3,Basic,4,Divorced,2,0,2,1,0,Executive,17244
384,200384,0,36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,0,Senior Manager,22596
385,200385,1,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,19,1,4,1,1,Executive,17285
386,200386,0,37,Self Enquiry,1,20,Salaried,Female,3,3,Basic,5,Married,2,0,4,1,0,Executive,18034
387,200387,0,40,Self Enquiry,3,8,Small Business,Female,2,3,Deluxe,4,Married,1,0,2,0,1,Manager,20715
388,200388,0,42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,1,1,Executive,17576
390,200390,0,43,Self Enquiry,1,18,Salaried,Male,2,4,Super Deluxe,4,Married,2,0,3,0,1,AVP,29336
392,200392,0,54,Self Enquiry,1,11,Small Business,Male,2,3,King,5,Divorced,5,0,4,1,0,VP,34406
393,200393,0,34,Company Invited,3,10,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,2,1,0,Manager,21538
395,200395,0,43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Divorced,1,0,4,0,2,Executive,17258
399,200399,0,31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Divorced,2,0,4,0,0,Executive,17218
400,200400,0,39,Company Invited,1,6,Salaried,Male,2,3,King,3,Married,2,1,3,0,1,VP,34197
401,200401,0,56,Company Invited,3,12,Salaried,Female,2,2,Super Deluxe,5,Divorced,1,0,3,1,0,AVP,28212
402,200402,0,30,Self Enquiry,3,18,Large Business,Female,2,3,Deluxe,3,Unmarried,1,0,2,1,0,Manager,21577
403,200403,0,41,Self Enquiry,3,6,Small Business,Male,2,2,Standard,5,Divorced,2,0,3,1,1,Senior Manager,23392
406,200406,0,52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Divorced,3,1,2,0,0,Senior Manager,22969
407,200407,0,45,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Divorced,4,0,5,1,0,Executive,17654
408,200408,0,52,Self Enquiry,1,10,Salaried,Female,1,3,Super Deluxe,3,Divorced,3,0,5,1,0,AVP,31555
410,200410,0,30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,Manager,21091
411,200411,0,60,Self Enquiry,1,13,Salaried,Female,2,3,King,5,Divorced,6,0,5,0,0,VP,34566
414,200414,1,24,Self Enquiry,3,6,Large Business,Female,3,3,Basic,4,Single,2,1,4,1,2,Executive,18202
415,200415,1,34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351
416,200416,0,38,Company Invited,1,8,Salaried,Male,2,3,Basic,3,Divorced,2,1,5,1,1,Executive,16702
417,200417,0,40,Self Enquiry,3,8,Salaried,Female,3,3,King,3,Divorced,1,0,3,0,0,VP,33041
418,200418,0,26,Self Enquiry,1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17886
419,200419,0,30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,Executive,17097
420,200420,0,29,Self Enquiry,1,9,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,2,Senior Manager,26935
421,200421,1,29,Self Enquiry,1,31,Large Business,Female,3,4,Basic,4,Divorced,6,0,3,0,2,Executive,17546
422,200422,1,19,Self Enquiry,2,8,Large Business,Male,2,4,Basic,3,Single,2,0,3,1,1,Executive,17564
423,200423,0,30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Divorced,1,0,2,1,0,Senior Manager,23412
424,200424,0,57,Self Enquiry,3,35,Small Business,Male,2,4,Super Deluxe,3,Married,4,0,3,0,0,AVP,29118
425,200425,0,50,Self Enquiry,1,35,Salaried,Male,2,4,Super Deluxe,3,Divorced,1,0,5,1,1,AVP,32046
426,200426,0,30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564
427,200427,0,60,Company Invited,3,34,Small Business,Female,3,4,Standard,5,Divorced,5,0,2,1,0,Senior Manager,25266
428,200428,0,47,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Married,6,0,2,0,1,Manager,20070
429,200429,0,46,Self Enquiry,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,7,0,5,0,0,AVP,32861
432,200432,0,34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,Executive,17768
433,200433,0,46,Self Enquiry,3,16,Small Business,Female,3,4,Standard,3,Divorced,3,1,2,1,1,Senior Manager,24071
434,200434,0,31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,1,1,Senior Manager,25648
435,200435,1,33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Divorced,1,1,5,0,0,Senior Manager,28610
437,200437,0,30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,2,1,0,Executive,17983
438,200438,0,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,Senior Manager,22632
439,200439,1,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Divorced,4,0,3,1,0,Senior Manager,24824
440,200440,1,34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,Senior Manager,24950
441,200441,0,42,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Divorced,5,0,3,1,0,Executive,17093
442,200442,0,36,Company Invited,3,16,Small Business,Male,2,3,Standard,3,Unmarried,2,0,2,1,1,Senior Manager,24980
445,200445,0,55,Self Enquiry,3,24,Salaried,Female,2,3,Super Deluxe,4,Single,4,0,2,0,1,AVP,31835
446,200446,0,41,Company Invited,3,16,Salaried,Male,2,3,Deluxe,3,Single,1,0,2,0,1,Manager,21230
448,200448,0,40,Self Enquiry,1,12,Salaried,Fe Male,3,3,Super Deluxe,3,Unmarried,1,0,5,1,2,AVP,28237
450,200450,0,31,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,Manager,21582
451,200451,0,42,Self Enquiry,1,30,Small Business,Male,2,3,Standard,5,Divorced,2,1,2,1,1,Senior Manager,22406
453,200453,1,26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741
455,200455,0,33,Self Enquiry,1,6,Small Business,Female,3,2,Super Deluxe,3,Married,5,0,2,0,2,AVP,31184
456,200456,0,31,Self Enquiry,3,13,Salaried,Male,2,4,Standard,3,Married,1,0,3,1,0,Senior Manager,26557
457,200457,1,18,Company Invited,3,11,Small Business,Male,3,3,Basic,4,Single,2,1,4,1,2,Executive,16878
458,200458,0,40,Company Invited,3,34,Salaried,Male,2,5,Standard,5,Married,4,0,5,1,0,Senior Manager,25932
459,200459,0,41,Company Invited,1,8,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,2,0,0,Manager,21811
462,200462,0,34,Self Enquiry,3,27,Salaried,Male,3,2,Deluxe,3,Single,2,0,3,1,0,Manager,20337
463,200463,1,26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,1,2,Executive,17340
464,200464,0,37,Self Enquiry,1,6,Large Business,Female,2,3,Standard,3,Unmarried,5,0,5,1,1,Senior Manager,22491
465,200465,0,46,Company Invited,1,24,Small Business,Female,2,3,Standard,3,Divorced,6,0,3,1,0,Senior Manager,25527
466,200466,0,41,Self Enquiry,3,8,Salaried,Female,3,3,Super Deluxe,5,Divorced,1,0,5,1,1,AVP,31595
467,200467,0,37,Company Invited,3,15,Small Business,Male,3,3,Standard,4,Married,2,0,2,1,0,Senior Manager,23834
468,200468,0,52,Self Enquiry,1,12,Large Business,Male,3,3,Deluxe,5,Married,4,1,4,1,2,Manager,20577
470,200470,0,24,Company Invited,3,30,Small Business,Male,2,3,Basic,3,Divorced,1,0,4,0,1,Executive,17400
471,200471,0,38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Divorced,4,0,3,1,2,Manager,24824
472,200472,0,37,Self Enquiry,1,6,Salaried,Female,3,3,Deluxe,4,Divorced,7,0,2,1,1,Manager,21447
473,200473,0,49,Self Enquiry,1,24,Salaried,Male,2,4,King,3,Married,2,1,3,0,1,VP,34502
474,200474,0,24,Self Enquiry,1,29,Small Business,Male,2,2,Basic,3,Divorced,2,1,4,0,1,Executive,17725
475,200475,0,26,Self Enquiry,3,34,Small Business,Male,3,3,Deluxe,4,Divorced,2,0,3,1,0,Manager,21272
476,200476,0,24,Self Enquiry,1,23,Salaried,Male,3,4,Basic,4,Divorced,2,0,3,1,1,Executive,17127
477,200477,0,50,Company Invited,2,9,Small Business,Male,2,3,King,4,Divorced,2,0,2,1,0,VP,33200
478,200478,0,25,Self Enquiry,3,19,Small Business,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17096
479,200479,1,24,Company Invited,1,13,Salaried,Female,2,3,Basic,3,Divorced,2,1,4,0,0,Executive,17886
480,200480,1,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Divorced,2,0,5,1,0,Executive,17033
484,200484,0,31,Self Enquiry,3,12,Small Business,Male,3,2,Deluxe,3,Married,5,0,5,1,2,Manager,20460
485,200485,0,27,Self Enquiry,1,12,Small Business,Female,3,4,Basic,3,Married,1,0,2,1,1,Executive,17187
486,200486,0,37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Divorced,5,1,3,0,1,Manager,24602
487,200487,0,20,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Single,2,0,4,1,0,Executive,17836
489,200489,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
490,200490,0,38,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Single,4,0,2,1,1,Executive,17619
491,200491,0,43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,0,Manager,20679
492,200492,0,48,Self Enquiry,1,6,Salaried,Female,2,4,Super Deluxe,5,Divorced,1,0,4,0,1,AVP,30402
493,200493,0,44,Self Enquiry,2,6,Salaried,Female,2,4,Deluxe,3,Single,5,0,5,1,1,Manager,20985
494,200494,0,34,Self Enquiry,3,20,Large Business,Female,2,3,Basic,3,Married,2,1,5,1,1,Executive,17579
495,200495,1,27,Self Enquiry,3,8,Small Business,Male,2,3,Basic,5,Married,1,0,5,0,1,Executive,18041
497,200497,0,44,Self Enquiry,1,9,Salaried,Male,2,3,King,3,Divorced,5,1,2,1,0,VP,34513
498,200498,0,22,Self Enquiry,1,12,Small Business,Male,3,3,Basic,3,Divorced,1,0,2,1,0,Executive,17773
499,200499,0,33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,2,1,1,Manager,22104
500,200500,0,32,Self Enquiry,1,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,1,5,1,2,Manager,21322
501,200501,0,30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,Executive,17083
502,200502,0,53,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Unmarried,1,0,2,1,1,Manager,23381
503,200503,0,34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17691
505,200505,0,26,Self Enquiry,1,12,Salaried,Female,3,3,Basic,3,Divorced,2,1,2,0,0,Executive,17659
506,200506,0,37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Divorced,2,0,2,1,0,Senior Manager,24434
507,200507,0,29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,2,0,0,Manager,20561
508,200508,0,35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,1,0,Manager,21646
509,200509,0,33,Company Invited,1,12,Salaried,Male,1,3,Deluxe,3,Married,4,0,5,1,0,Manager,22725
510,200510,0,54,Self Enquiry,2,25,Small Business,Male,2,3,Standard,4,Divorced,3,0,3,1,0,Senior Manager,25725
511,200511,0,36,Self Enquiry,1,15,Small Business,Male,2,4,Deluxe,4,Married,3,1,4,1,0,Manager,23847
512,200512,0,27,Self Enquiry,1,9,Small Business,Male,2,4,Basic,3,Single,1,0,2,0,0,Executive,17045
513,200513,1,20,Self Enquiry,1,16,Small Business,Male,2,3,Basic,3,Single,2,1,5,0,0,Executive,16009
514,200514,1,33,Company Invited,1,9,Salaried,Male,3,3,Basic,5,Single,2,1,5,1,2,Executive,18348
515,200515,0,35,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,1,Executive,16281
516,200516,0,23,Self Enquiry,1,10,Small Business,Male,2,2,Basic,5,Divorced,3,0,4,0,1,Executive,17819
519,200519,0,29,Company Invited,1,6,Salaried,Male,3,5,Basic,3,Married,2,0,2,1,0,Executive,17720
520,200520,0,48,Self Enquiry,3,8,Small Business,Male,2,2,Deluxe,4,Divorced,4,0,3,1,0,Manager,23120
523,200523,0,50,Self Enquiry,1,34,Small Business,Male,3,2,Basic,3,Divorced,2,1,2,1,2,Executive,18221
524,200524,0,34,Self Enquiry,1,15,Small Business,Fe Male,2,4,Standard,4,Unmarried,2,0,2,1,1,Senior Manager,23621
527,200527,0,32,Self Enquiry,3,16,Small Business,Male,2,3,Deluxe,3,Single,2,0,4,0,1,Manager,20396
528,200528,1,50,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Divorced,4,1,5,1,0,Manager,21796
529,200529,0,38,Self Enquiry,1,6,Salaried,Female,2,2,Deluxe,3,Unmarried,1,0,2,1,1,Manager,22625
530,200530,0,27,Self Enquiry,1,6,Salaried,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,22412
531,200531,0,32,Self Enquiry,1,9,Salaried,Fe Male,2,3,Standard,3,Unmarried,4,0,2,1,1,Senior Manager,26159
533,200533,0,40,Company Invited,3,11,Salaried,Male,2,4,Standard,5,Divorced,6,1,5,0,1,Senior Manager,25475
534,200534,0,53,Self Enquiry,1,13,Salaried,Male,2,2,Super Deluxe,3,Divorced,4,0,2,0,0,AVP,29814
535,200535,0,41,Self Enquiry,2,16,Salaried,Male,3,4,King,3,Married,4,0,2,1,0,VP,34141
536,200536,0,60,Self Enquiry,3,22,Small Business,Male,2,3,Deluxe,5,Single,1,0,4,1,0,Manager,20405
537,200537,0,27,Company Invited,1,16,Salaried,Male,2,3,Standard,5,Married,2,0,3,1,0,Senior Manager,23793
538,200538,0,41,Self Enquiry,2,6,Salaried,Male,2,4,King,3,Divorced,2,0,2,1,1,VP,34189
540,200540,1,28,Self Enquiry,1,6,Salaried,Female,3,5,Basic,4,Single,1,1,2,1,0,Executive,17216
541,200541,0,36,Company Invited,1,14,Salaried,Female,3,2,Standard,5,Divorced,1,0,3,0,0,Senior Manager,26713
542,200542,0,38,Self Enquiry,1,6,Salaried,Female,2,3,Standard,3,Unmarried,5,1,2,0,1,Senior Manager,22861
544,200544,0,47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770
545,200545,0,30,Self Enquiry,3,33,Small Business,Male,2,3,Deluxe,3,Married,1,0,3,1,0,Manager,20304
546,200546,0,29,Self Enquiry,3,16,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,17642
547,200547,1,42,Company Invited,1,25,Small Business,Male,2,2,Basic,3,Married,7,1,3,1,1,Executive,17759
548,200548,0,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,21804
549,200549,0,34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,1,1,Manager,21142
550,200550,0,23,Self Enquiry,1,15,Small Business,Male,2,3,Basic,5,Divorced,2,0,3,0,1,Executive,17500
551,200551,0,39,Self Enquiry,2,9,Salaried,Female,2,2,Deluxe,4,Divorced,1,0,2,1,0,Manager,21389
552,200552,0,56,Self Enquiry,1,15,Small Business,Male,2,3,Super Deluxe,3,Divorced,1,0,4,0,0,AVP,26103
553,200553,0,40,Self Enquiry,1,8,Small Business,Female,2,4,Basic,3,Single,1,1,3,1,1,Executive,17342
